month,PM2.5,PM10,SO2,NO2,CO,O3
10,39,39,2,45,1700,9
10,41,41,2,50,1800,2
10,39,39,2,51,2000,2
10,39,39,2,49,2000,4
10,41,41,2,45,1900,10
10,42,42,2,48,1900,7
10,40,40,2,52,1900,5
10,40,40,2,53,2000,5
10,43,43,2,56,2000,2
10,43,43,2,56,2100,2
10,45,45,2,57,2000,3
10,47,47,2,60,1900,4
10,51,51,2,64,1900,2
10,50,53,2,61,2000,2
10,55,55,2,60,1900,2
10,44,44,2,61,1700,2
10,26,26,2,45,1100,17
10,7,7,2,16,200,58
10,3,6,2,17,200,55
10,4,6,2,16,200,58
10,7,7,2,16,200,60
10,3,14,2,13,200,63
10,5,6,2,13,200,59
10,3,10,2,14,200,56
10,7,8,2,22,200,43
10,8,15,2,23,300,42
10,10,10,2,22,300,43
10,10,13,2,18,300,48
10,4,6,3,16,300,52
10,19,19,3,13,300,61
10,15,15,3,12,300,67
10,7,7,2,12,200,74
10,20,20,2,11,200,77
10,9,19,3,13,300,78
10,6,18,2,13,200,80
10,8,23,2,17,200,72
10,20,20,2,25,300,55
10,13,34,2,60,500,17
10,20,31,2,77,800,5
10,19,34,2,77,600,2
10,23,66,2,76,800,2
10,21,55,2,68,800,2
10,26,73,2,68,1000,2
10,27,69,2,65,900,2
10,39,94,3,60,1000,2
10,37,72,3,60,1000,2
10,31,64,3,58,900,2
10,27,34,2,42,600,2
10,17,19,2,41,500,2
10,13,24,2,37,400,10
10,15,24,2,37,400,14
10,20,63,3,45,600,16
10,29,58,3,60,700,15
10,52,57,5,86,900,15
10,26,37,5,52,500,42
10,25,25,5,37,400,53
10,22,29,4,26,300,62
10,20,37,4,30,300,59
10,25,59,3,44,400,43
10,35,67,7,66,600,22
10,38,70,8,77,600,11
10,40,76,6,84,700,2
10,45,89,7,83,800,2
10,48,79,7,80,800,2
10,52,97,5,78,800,2
10,55,120,4,79,1000,2
10,66,128,3,81,1200,2
10,57,108,4,66,1000,2
10,59,109,6,61,900,2
10,52,72,3,55,800,2
10,49,75,4,53,800,2
10,53,76,3,55,900,2
10,55,70,6,51,900,16
10,71,91,10,55,1000,26
10,82,103,15,61,1000,32
10,93,108,19,74,1100,39
10,107,130,20,91,1300,41
10,115,149,23,101,1300,49
10,125,151,23,116,1300,38
10,130,138,16,108,1200,38
10,118,140,10,117,1200,25
10,123,147,6,134,1400,6
10,133,160,5,131,1900,8
10,135,147,5,125,1900,6
10,153,238,6,128,2200,7
10,147,162,5,112,1700,6
10,131,149,4,106,1500,6
10,128,128,3,100,1500,5
10,125,125,2,89,1100,5
10,123,123,2,78,1200,2
10,122,124,2,77,1300,2
10,125,125,2,68,1200,2
10,130,130,2,65,1300,2
10,130,130,2,61,1100,11
10,114,114,4,54,900,27
10,65,65,5,33,600,55
10,136,171,15,63,1700,61
10,151,151,17,60,2000,74
10,152,152,20,60,2400,83
10,155,155,14,65,2400,74
10,148,159,10,62,1900,80
10,112,112,6,61,1400,63
10,104,125,2,70,1400,48
10,110,110,2,82,1400,28
10,86,86,2,93,1200,4
10,72,72,2,78,1000,6
10,51,69,2,65,1000,13
10,51,55,2,67,900,9
10,47,57,2,64,900,10
10,49,62,2,65,900,6
10,54,56,2,67,900,7
10,47,47,2,68,700,9
10,47,54,2,46,700,32
10,49,56,2,68,800,4
10,54,57,2,71,1000,2
10,61,67,2,70,1100,2
10,59,67,2,69,1100,2
10,60,77,3,69,1300,2
10,65,66,2,67,1300,3
10,73,78,3,65,1300,11
10,76,91,3,68,1300,16
10,87,93,5,72,1300,28
10,96,116,5,76,1300,38
10,97,99,4,42,1000,88
10,97,97,3,33,900,106
10,87,88,3,37,900,97
10,82,95,2,51,900,79
10,88,97,2,68,1100,56
10,100,113,2,72,1100,54
10,110,123,3,82,1200,42
10,120,188,2,100,1700,11
10,121,155,2,101,1900,2
10,118,151,2,95,1700,2
10,120,150,2,91,1700,2
10,117,130,2,87,1500,2
10,108,112,2,74,1400,2
10,110,117,2,71,1400,2
10,106,116,2,65,1400,2
10,108,136,2,62,1400,2
10,125,137,2,64,1400,2
10,139,139,2,68,1400,9
10,146,151,3,73,1400,32
10,163,170,5,76,1400,59
10,167,167,5,70,1300,85
10,174,174,5,78,1400,95
10,181,181,4,87,1400,100
10,178,178,4,103,1400,92
10,182,200,3,136,1500,61
10,192,192,2,115,1500,73
10,216,216,2,82,1500,88
10,236,236,2,96,1700,59
10,248,248,2,123,1900,26
10,259,259,2,150,2500,2
10,248,248,2,135,2300,2
10,225,225,2,145,2400,2
10,211,260,2,151,2400,2
10,219,219,2,129,2100,2
10,208,208,2,113,1800,2
10,210,210,2,104,1600,2
10,206,206,2,99,1600,2
10,200,200,2,94,1600,2
10,177,177,2,92,1600,2
10,168,168,2,89,1600,2
10,193,193,2,97,1800,2
10,212,212,2,94,1700,5
10,232,232,2,96,1900,24
10,243,243,3,74,1600,67
10,276,276,7,72,1700,104
10,317,317,7,101,1900,102
10,346,346,7,140,2000,92
10,279,279,7,106,1600,102
10,214,214,8,79,1400,122
10,227,270,4,115,1900,71
10,320,320,2,201,2100,2
10,305,305,2,192,2300,2
10,263,263,2,182,2400,2
10,258,258,2,171,2500,2
10,259,259,2,162,2400,2
10,268,268,2,151,2500,2
10,285,285,2,149,2600,2
10,271,271,3,115,2500,2
10,220,220,2,83,1900,2
10,211,211,3,78,2000,2
10,158,158,2,76,1700,2
10,159,160,3,87,1700,2
10,176,176,3,90,2000,2
10,185,185,3,93,2300,2
10,194,194,4,103,2000,3
10,181,181,4,105,1800,2
10,178,178,4,111,1700,2
10,182,182,4,112,1700,2
10,175,175,3,119,1800,2
10,162,194,4,124,2100,2
10,179,181,3,113,2100,2
10,174,174,3,116,2100,2
10,158,163,4,128,2100,2
10,169,169,4,121,2100,2
10,171,171,5,113,1700,2
10,177,177,4,103,1700,2
10,158,158,3,92,1400,2
10,130,130,3,88,1100,2
10,129,129,4,85,1100,2
10,116,116,3,84,1000,2
10,112,112,2,81,1000,2
10,105,105,2,72,900,5
10,101,101,2,67,900,8
10,108,108,2,71,1200,4
10,111,111,2,69,1000,9
10,116,116,2,68,900,8
10,127,127,2,60,900,19
10,128,128,3,48,800,42
10,113,113,3,38,700,65
10,105,105,3,35,700,77
10,84,84,3,29,600,87
10,75,75,3,30,600,91
10,74,74,2,32,600,86
10,77,77,2,41,700,77
10,85,85,2,60,900,51
10,95,95,2,72,1000,34
10,114,129,2,90,1300,9
10,131,131,2,97,1500,2
10,130,131,2,88,1600,2
10,137,137,2,74,1500,2
10,130,130,2,72,1500,2
10,111,111,2,62,1000,2
10,67,67,2,59,700,2
10,74,74,2,56,900,2
10,78,78,2,53,900,2
10,71,71,2,49,700,5
10,78,78,2,48,700,10
10,25,25,2,32,300,41
10,25,25,2,32,300,53
10,36,36,2,38,300,61
10,32,32,2,32,300,67
10,33,33,2,41,300,65
10,34,91,2,45,300,66
10,43,86,2,40,400,105
10,43,52,2,45,600,88
10,50,86,2,94,800,31
10,54,83,2,111,1000,7
10,69,141,4,114,1500,4
10,99,178,3,84,2200,24
10,110,128,2,61,1800,34
10,109,115,2,54,1600,34
10,112,114,3,53,2000,32
10,104,104,3,46,1900,36
10,88,88,2,69,1400,9
10,69,69,2,66,1000,2
10,45,50,2,61,700,2
10,69,98,2,66,1100,2
10,65,98,3,68,1000,2
10,69,111,2,70,1100,2
10,67,98,2,67,1100,2
10,69,149,2,64,1100,2
10,89,158,3,68,1200,2
10,101,185,3,73,1400,3
10,121,170,3,75,1700,5
10,139,172,4,77,2000,11
10,140,172,4,86,2300,9
10,146,174,6,92,2400,4
10,145,184,5,95,2600,2
10,158,195,5,101,2800,2
10,164,203,5,103,3100,2
10,169,201,5,102,3200,2
10,171,196,5,101,3200,2
10,169,194,4,97,3300,2
10,190,219,4,100,2800,2
10,192,192,4,95,2600,2
10,188,188,4,89,2400,2
10,204,204,4,83,2100,2
10,187,187,3,80,2300,2
10,177,177,3,79,2400,2
10,159,167,3,77,2500,2
10,164,182,3,81,2600,2
10,197,197,3,88,2400,2
10,221,221,3,82,2100,7
10,235,235,4,83,2000,21
10,237,237,5,85,2000,37
10,242,242,7,81,2000,57
10,271,271,5,105,2200,43
10,304,304,5,131,2400,30
10,310,282,3,111,2200,43
10,305,305,3,107,2100,39
10,291,291,3,118,2200,22
10,279,279,2,124,2300,7
10,263,263,2,113,2400,3
10,241,241,2,115,2700,2
10,229,237,3,122,2500,2
10,235,235,2,118,2600,2
10,239,239,2,116,2400,2
10,228,230,2,123,2500,2
10,243,243,3,119,2400,2
10,266,266,3,108,2200,2
10,254,254,3,108,2100,2
10,244,244,3,77,2000,12
10,124,124,4,32,1400,46
10,55,55,5,35,1100,42
10,45,45,6,44,1000,29
10,43,56,8,43,1100,27
10,16,54,8,47,1100,21
10,32,70,9,54,1200,16
10,30,89,8,52,1200,18
10,27,66,8,53,1100,17
10,29,64,6,59,1200,10
10,43,55,7,63,1200,10
10,37,108,6,69,1100,5
10,35,74,4,67,1100,13
10,46,96,3,65,1100,13
10,45,45,2,60,1100,10
10,43,43,2,65,1100,3
10,44,44,2,62,1000,2
10,43,43,2,58,1000,2
10,40,40,2,57,900,3
10,38,38,2,62,800,2
10,39,39,2,57,700,5
10,39,39,2,53,700,10
10,46,46,2,31,700,25
10,47,47,2,21,600,41
10,39,39,2,21,500,45
10,33,50,2,26,500,42
10,43,50,2,31,600,35
10,62,62,2,44,700,18
10,61,61,2,42,700,21
10,60,60,2,52,800,14
10,63,63,2,50,800,16
10,68,68,2,59,900,7
10,59,59,2,64,1000,3
10,51,51,2,65,900,2
10,40,40,2,74,900,2
10,38,38,2,77,900,2
10,45,45,2,62,800,2
10,50,50,2,61,800,2
10,33,33,2,52,800,4
10,35,35,2,58,800,2
10,39,39,2,62,900,2
10,41,41,2,64,1000,2
10,42,42,2,62,900,2
10,38,38,2,57,900,2
10,29,29,2,49,800,2
10,20,20,2,41,700,2
10,15,15,2,31,600,5
10,21,21,2,30,700,5
10,12,12,2,34,600,2
10,15,15,2,30,500,6
10,13,13,2,26,400,10
10,3,6,2,17,400,22
10,3,6,2,13,300,31
10,3,6,2,10,300,40
10,7,14,2,12,300,41
10,8,8,2,15,300,41
10,3,6,2,16,300,41
10,10,18,2,17,300,40
10,8,22,2,20,300,37
10,7,22,2,27,300,26
10,11,22,2,35,300,15
10,12,13,2,38,400,13
10,12,23,2,45,400,5
10,21,30,2,49,500,2
10,20,29,2,47,500,2
10,14,37,2,43,500,2
10,22,68,2,44,600,2
10,25,25,2,42,600,2
10,22,22,2,38,400,2
10,18,19,2,31,500,11
10,24,31,3,35,600,4
10,27,29,3,31,700,11
10,26,45,2,26,600,20
10,28,29,4,25,600,25
10,28,29,4,24,500,31
10,21,21,4,23,500,38
10,21,21,3,28,500,41
10,28,28,2,29,500,46
10,30,48,2,33,500,47
10,33,42,2,40,500,44
10,21,56,2,50,600,30
10,26,44,2,57,500,20
10,35,68,2,59,600,12
10,33,69,2,60,500,7
10,26,74,2,65,600,2
10,39,39,2,64,700,5
10,44,83,2,59,800,19
10,47,98,2,72,800,7
10,53,98,2,75,800,2
10,59,144,2,65,1100,2
10,57,96,2,51,1200,2
10,42,70,2,51,800,2
10,40,40,2,53,700,2
10,22,22,2,48,500,2
10,23,55,2,47,500,2
10,27,65,2,49,600,2
10,38,90,2,55,800,2
10,39,101,2,61,900,2
10,50,120,2,68,1100,2
10,42,91,2,67,1000,2
10,59,148,2,76,1400,2
10,92,213,2,88,1700,2
10,106,218,3,89,1600,2
10,112,200,4,90,1500,2
10,110,169,3,87,1500,2
10,106,168,3,85,1600,2
10,110,179,2,92,1700,2
10,120,183,2,94,1700,2
10,110,168,3,91,1700,2
10,105,152,3,88,1500,2
10,93,143,3,87,1400,2
10,89,121,2,79,1400,2
10,80,113,2,70,1400,2
10,71,104,2,64,1200,2
10,68,95,2,48,1100,2
10,70,92,2,47,1200,2
10,66,95,2,45,1200,2
10,68,134,2,52,1500,2
10,83,178,2,78,1700,2
10,88,88,2,82,1500,2
10,109,164,2,90,1500,3
10,98,133,2,101,1600,4
10,112,123,3,103,1500,13
10,147,154,2,136,1700,7
10,167,203,3,158,1700,5
10,132,132,2,105,1200,13
10,110,110,2,89,1000,9
10,95,108,2,82,1000,10
10,115,130,2,95,1400,2
10,117,146,2,90,1500,2
10,131,148,2,91,1600,2
10,140,173,2,88,1700,2
10,143,143,2,88,1700,2
10,134,163,2,90,1800,2
10,131,168,2,90,2000,2
10,140,167,2,85,2000,2
10,124,138,2,82,1700,2
10,117,133,2,87,1500,2
10,104,112,2,85,1400,2
10,70,70,2,78,800,2
10,32,32,2,65,500,2
10,11,11,2,47,300,18
10,3,20,2,46,300,22
10,8,16,2,33,300,37
10,3,6,2,22,200,51
10,3,6,2,25,200,51
10,14,14,6,22,200,59
10,8,67,7,27,300,60
10,34,69,10,35,600,61
10,38,155,9,41,600,42
10,28,101,7,48,500,15
10,22,42,8,52,600,10
10,23,89,8,62,800,5
10,28,83,8,67,800,2
10,26,89,8,66,700,2
10,24,93,8,65,700,2
10,26,72,7,55,800,10
10,26,63,8,56,900,9
10,27,56,7,68,700,2
10,20,39,3,51,400,11
10,15,32,3,38,300,21
10,17,28,3,46,400,13
10,20,43,4,57,700,3
10,25,64,5,61,900,2
10,36,63,5,61,1200,2
10,37,77,8,60,1500,2
10,49,93,11,63,1900,2
10,59,115,10,64,2100,2
10,62,106,9,64,2300,2
10,56,95,5,62,2000,2
10,51,60,4,62,1700,2
10,43,43,3,64,1600,2
10,37,40,3,60,1400,2
10,39,39,2,59,1300,2
10,36,36,2,54,1000,2
10,31,31,2,56,1100,2
10,22,22,2,53,1000,2
10,26,26,2,48,800,2
10,15,15,2,45,700,2
10,18,18,2,47,700,2
10,14,14,2,50,700,2
10,15,15,2,50,600,2
10,17,17,2,54,500,2
10,13,13,2,32,400,21
10,14,14,2,30,400,23
10,6,6,2,32,400,21
10,14,14,3,25,200,40
10,3,11,4,28,300,38
10,11,30,5,26,400,38
10,3,8,3,19,300,45
10,5,6,4,17,200,51
10,18,18,2,10,200,62
10,3,9,4,10,200,64
10,3,6,2,9,200,67
10,3,6,2,8,100,70
10,8,23,2,9,100,69
10,11,13,2,16,200,60
10,5,43,2,22,300,49
10,9,41,2,36,300,34
10,7,47,2,59,400,10
10,22,28,2,63,500,11
10,9,37,2,37,300,28
10,13,40,3,49,400,16
10,12,28,2,61,400,2
10,20,32,3,67,400,2
10,16,29,2,64,400,2
10,8,37,2,60,300,2
10,15,33,2,60,400,2
10,9,41,2,58,500,2
10,11,36,2,57,500,2
10,10,48,2,55,600,2
10,21,48,2,54,600,5
10,33,33,2,52,600,14
10,18,47,6,39,500,34
10,19,47,8,33,400,44
10,18,43,3,23,300,54
10,24,51,5,26,300,55
10,23,52,4,39,400,47
10,24,59,4,38,400,48
10,21,62,3,46,400,37
10,29,62,4,48,400,34
10,29,59,3,54,500,25
10,26,64,3,60,500,16
10,36,75,3,68,500,7
10,45,91,3,73,600,2
10,45,87,2,73,600,2
10,48,93,2,70,700,2
10,47,86,2,62,700,2
10,50,115,2,65,1000,2
10,62,124,2,68,1300,2
10,64,111,2,68,1300,2
10,75,117,2,70,1300,2
10,77,117,2,67,1300,2
10,76,128,2,65,1300,2
10,69,115,2,64,1200,2
10,79,121,3,70,1300,2
10,84,141,5,75,1400,5
10,103,134,7,79,1400,7
10,100,150,6,83,1400,6
10,91,120,8,78,1300,9
10,37,37,3,28,400,49
10,3,28,2,13,200,65
10,3,6,2,20,200,57
10,12,12,2,21,200,53
10,5,10,2,12,200,59
10,10,13,2,17,300,52
10,3,6,2,15,200,51
10,3,6,2,10,100,58
10,3,9,2,10,100,61
10,3,6,2,10,100,61
10,3,6,2,7,100,63
10,3,14,2,2,100,62
10,3,6,3,7,100,59
10,3,7,3,9,100,50
10,3,6,3,10,100,46
10,3,16,4,16,100,40
10,3,22,3,19,200,37
10,14,25,4,14,200,44
10,3,12,6,10,200,49
10,3,6,6,11,200,51
10,7,16,7,9,200,57
10,3,17,6,8,200,60
10,3,6,7,7,200,63
10,3,10,7,8,200,66
10,12,30,7,10,200,69
10,6,24,7,15,200,63
10,17,35,6,26,300,50
10,10,34,7,42,400,32
10,15,31,7,47,400,26
10,14,32,7,59,500,12
10,10,29,7,56,500,13
10,13,21,6,49,400,18
11,4,31,5,43,300,24
11,17,38,5,60,300,7
11,19,19,5,67,400,2
11,11,24,8,68,500,2
11,15,47,7,65,600,2
11,13,25,5,66,600,2
11,15,37,6,67,600,2
11,26,34,8,66,700,2
11,30,44,9,65,900,2
11,20,46,11,60,800,5
11,21,21,12,49,700,16
11,24,44,12,49,700,22
11,36,74,12,61,700,22
11,49,82,13,55,600,30
11,58,85,17,41,600,49
11,63,78,20,41,600,50
11,66,82,20,43,600,54
11,57,90,18,47,600,53
11,63,95,13,57,700,40
11,64,90,14,58,700,37
11,61,81,14,64,700,30
11,61,92,14,69,700,21
11,67,100,11,86,800,3
11,76,96,10,87,900,2
11,76,127,8,87,1100,2
11,98,157,8,94,1800,2
11,102,145,6,2,1900,2
11,96,135,5,82,1500,2
11,94,105,5,78,1100,2
11,81,95,3,75,1100,2
11,71,85,2,70,1000,2
11,66,94,3,67,1100,2
11,64,91,3,69,1000,6
11,74,79,5,69,1000,11
11,80,106,9,75,1100,15
11,89,128,13,92,1400,17
11,112,137,19,109,1500,21
11,106,141,24,95,1200,32
11,93,154,18,95,1200,29
11,110,130,16,78,1100,35
11,149,188,8,119,2100,2
11,160,193,9,117,2100,2
11,162,201,8,115,2200,2
11,171,203,9,112,2200,2
11,169,192,8,109,2200,2
11,161,189,5,102,2300,2
11,166,187,4,104,2500,2
11,174,212,5,113,3000,2
11,176,197,4,112,3100,2
11,164,175,4,101,2900,2
11,140,142,3,88,2500,2
11,117,125,4,81,2200,2
11,106,155,3,84,2400,2
11,114,124,4,89,2200,2
11,126,182,5,100,2400,3
11,147,183,10,104,2400,7
11,166,190,16,108,2300,17
11,164,168,17,124,2300,20
11,183,245,16,164,2600,14
11,269,351,14,183,3000,9
11,299,308,9,154,2800,9
11,263,287,7,145,2800,6
11,263,287,6,144,3100,2
11,265,299,5,141,3400,2
11,285,317,4,142,4000,4
11,278,345,5,131,4200,3
11,268,320,5,117,4300,2
11,260,333,5,107,4100,2
11,257,315,5,103,4000,2
11,248,293,5,95,4100,2
11,228,289,3,99,3900,2
11,219,287,3,97,3900,2
11,223,272,4,111,4200,2
11,217,253,4,112,4300,2
11,194,253,2,110,3800,2
11,206,278,3,125,4000,2
11,238,269,2,157,3300,4
11,274,274,3,144,3200,10
11,291,291,6,146,3200,16
11,300,300,8,151,3300,19
11,309,309,9,163,3400,22
11,334,334,8,196,4100,10
11,315,315,5,182,4300,3
11,258,258,3,137,4100,2
11,242,242,2,126,4300,2
11,233,233,2,121,4400,2
11,225,225,3,120,4500,2
11,220,261,3,134,4300,2
11,203,222,2,132,3900,2
11,216,229,2,133,4100,2
11,235,240,2,134,4300,2
11,230,235,3,127,4500,2
11,207,207,2,126,4500,2
11,188,188,2,125,4600,2
11,178,178,2,126,4600,2
11,158,158,2,125,4500,2
11,142,142,2,123,4500,2
11,135,135,2,119,4300,2
11,137,137,2,113,4200,2
11,147,162,2,101,4000,2
11,193,193,2,104,3800,6
11,209,209,3,97,3000,15
11,169,169,7,75,2300,29
11,193,193,5,84,3100,45
11,173,173,6,71,3200,53
11,184,195,7,70,3400,57
11,197,207,6,76,3500,52
11,194,194,3,85,3400,39
11,199,199,2,99,3700,21
11,199,203,2,120,3900,2
11,180,180,2,111,3300,5
11,117,117,2,64,1600,42
11,123,123,2,58,1300,52
11,125,125,2,56,1300,48
11,125,129,2,64,1400,33
11,135,135,2,69,1500,22
11,90,90,2,43,1200,34
11,62,62,4,36,1300,31
11,60,60,4,42,1300,27
11,52,52,5,50,1500,20
11,49,49,7,53,1600,18
11,42,48,10,51,1800,22
11,47,47,12,43,1700,32
11,44,44,14,35,1600,44
11,45,45,13,37,1500,47
11,44,44,13,35,1500,52
11,38,44,11,38,1500,49
11,41,41,10,49,1500,38
11,36,41,9,51,1500,35
11,40,40,10,62,1600,24
11,46,55,11,68,2000,20
11,58,65,10,74,1900,14
11,66,105,9,81,1800,11
11,89,140,7,90,1800,7
11,107,107,3,67,1400,30
11,94,143,4,96,2000,2
11,119,143,5,99,1900,2
11,108,144,3,69,1400,18
11,109,127,2,78,1700,3
11,90,90,2,81,1800,2
11,77,77,2,80,1700,2
11,74,74,2,78,1800,2
11,64,64,2,79,1800,2
11,67,74,2,73,1800,2
11,67,67,2,64,1900,2
11,72,72,2,58,1800,3
11,41,41,2,41,1300,20
11,17,17,2,15,700,48
11,8,8,2,13,800,52
11,13,13,2,14,800,52
11,14,14,2,10,700,58
11,7,7,2,10,600,57
11,11,13,2,12,600,56
11,10,27,2,17,700,53
11,8,17,2,20,800,46
11,13,17,2,40,800,26
11,18,41,2,62,1100,8
11,20,20,2,59,1000,10
11,14,21,2,46,900,19
11,13,13,2,47,900,18
11,11,16,2,52,900,12
11,9,48,2,63,900,2
11,13,24,2,59,900,2
11,16,18,2,56,1000,2
11,18,18,2,66,1100,2
11,19,19,2,66,1200,2
11,24,24,2,63,1500,2
11,21,37,2,65,1400,2
11,23,23,2,67,1500,5
11,19,28,6,47,1100,23
11,28,41,10,28,400,55
11,37,50,14,31,500,59
11,39,75,16,34,500,56
11,56,104,13,48,600,42
11,70,90,12,64,900,30
11,58,94,11,80,1000,12
11,64,108,11,92,1000,3
11,79,108,11,96,1000,3
11,79,173,11,94,1100,2
11,89,106,10,89,1100,2
11,90,112,11,82,1200,2
11,90,141,11,86,1700,3
11,113,162,11,87,2300,5
11,137,199,12,89,2800,6
11,127,161,12,84,2600,5
11,92,117,11,72,2000,3
11,104,148,10,71,2100,3
11,108,154,10,70,2300,3
11,114,172,11,71,2600,3
11,139,212,15,82,3400,4
11,158,227,16,92,3800,4
11,181,233,16,106,3700,4
11,197,242,16,118,3500,5
11,202,245,17,122,3500,5
11,203,223,20,118,2800,6
11,204,231,25,104,2000,5
11,210,210,17,103,1800,3
11,161,210,13,109,2500,2
11,213,232,15,110,2500,3
11,214,227,13,109,2800,3
11,215,228,14,110,2900,3
11,228,246,16,109,3100,4
11,229,229,15,106,3200,3
11,230,247,16,106,3300,4
11,217,225,7,100,3000,3
11,211,211,7,98,3200,6
11,144,144,4,68,1200,2
11,138,138,5,64,1100,2
11,139,139,5,56,1100,3
11,128,128,2,58,1100,2
11,165,206,3,79,2200,2
11,195,244,4,97,2900,2
11,216,242,6,108,3200,2
11,208,208,6,74,1800,9
11,199,199,5,65,1400,15
11,175,175,8,67,1300,21
11,87,87,5,45,800,40
11,31,31,2,29,400,56
11,23,258,3,50,600,35
11,183,185,3,94,1700,2
11,118,118,4,96,1200,3
11,24,24,4,63,600,21
11,19,38,4,66,600,10
11,18,24,3,77,700,2
11,23,23,3,76,700,2
11,19,51,4,77,600,2
11,16,72,3,73,800,2
11,20,48,3,71,1000,2
11,35,83,4,76,1300,2
11,68,121,5,75,1600,2
11,102,148,5,74,2100,2
11,131,210,7,84,2600,2
11,172,201,7,91,2700,2
11,158,158,7,80,2400,2
11,122,138,6,70,1900,2
11,97,106,10,66,1200,12
11,97,97,11,65,1100,19
11,69,69,10,59,900,24
11,61,96,11,61,800,23
11,55,75,10,66,800,17
11,50,65,10,75,800,8
11,52,114,9,87,1100,2
11,65,78,6,89,1400,2
11,76,141,8,94,1800,3
11,77,159,9,98,2300,3
11,70,124,10,95,2000,2
11,68,151,9,89,1700,2
11,63,122,8,85,1600,2
11,76,159,8,85,1700,2
11,86,146,7,84,2000,2
11,79,94,5,75,1800,2
11,59,77,3,55,1000,2
11,54,85,4,56,1000,2
11,50,57,4,55,1000,2
11,46,63,4,51,1000,2
11,41,43,4,45,900,9
11,38,84,5,44,900,15
11,59,122,10,53,1200,17
11,67,115,15,63,1300,21
11,78,131,15,75,1400,25
11,84,138,16,77,1400,30
11,83,140,16,64,1400,42
11,86,146,12,72,1300,38
11,93,153,8,90,1400,21
11,103,150,7,102,1500,12
11,108,156,4,114,1900,2
11,101,154,6,103,2000,2
11,83,141,5,84,1800,2
11,75,101,4,77,1300,2
11,49,51,3,69,900,2
11,38,42,2,65,700,2
11,45,46,2,58,900,2
11,43,44,2,60,800,2
11,43,43,2,60,800,2
11,49,49,2,60,1100,2
11,55,56,3,63,1300,2
11,57,67,4,64,1500,2
11,57,93,4,66,1700,2
11,61,89,4,65,1900,2
11,61,117,5,69,2300,2
11,69,135,5,68,2200,2
11,81,151,6,69,2300,2
11,92,142,8,73,2700,2
11,94,143,10,77,2800,3
11,114,193,10,79,2600,3
11,122,208,10,84,2700,2
11,134,196,9,90,2800,2
11,139,232,8,92,2900,2
11,147,262,7,91,3000,2
11,155,254,7,90,3400,2
11,163,247,8,93,3500,2
11,159,237,8,95,3500,2
11,163,251,10,99,3500,2
11,178,231,8,95,3900,2
11,167,219,6,103,3700,2
11,144,187,5,90,3600,2
11,143,160,4,78,3100,2
11,74,74,5,42,1200,22
11,31,48,2,19,300,58
11,20,47,2,16,200,65
11,15,87,2,23,300,58
11,9,66,4,32,400,46
11,13,24,2,23,300,55
11,4,43,2,12,200,67
11,24,28,2,12,200,70
11,8,26,2,10,200,74
11,4,26,2,10,200,75
11,3,32,2,11,200,77
11,10,39,2,13,200,75
11,3,21,2,19,200,68
11,3,63,2,36,400,49
11,20,34,6,64,600,18
11,26,26,6,61,700,19
11,14,43,4,61,700,17
11,20,36,4,60,500,14
11,17,62,6,62,600,9
11,13,20,5,69,500,2
11,8,18,3,52,300,16
11,3,29,2,48,300,19
11,5,61,2,49,300,15
11,10,10,3,48,300,15
11,9,16,4,38,300,26
11,9,20,3,47,600,15
11,25,51,4,62,900,3
11,22,26,7,58,700,6
11,23,53,9,63,900,5
11,35,35,12,73,1100,5
11,46,61,16,69,1200,12
11,45,45,18,65,1300,20
11,27,27,16,53,1100,33
11,34,34,18,54,1200,33
11,41,41,23,62,1200,28
11,46,46,26,73,1500,20
11,59,59,24,87,1500,9
11,54,54,16,93,1800,2
11,60,60,11,99,2400,2
11,66,66,9,104,2600,2
11,83,83,7,116,3300,2
11,118,118,8,104,3300,3
11,150,150,10,107,3600,4
11,147,147,12,97,3200,3
11,116,116,8,81,2600,2
11,98,98,4,77,2500,2
11,95,95,7,85,3000,2
11,88,88,8,83,2400,2
11,85,85,9,87,2600,2
11,82,82,8,88,3200,2
11,88,88,9,86,3100,2
11,97,99,13,89,3100,2
11,92,92,18,83,2500,3
11,100,100,18,79,2000,7
11,96,96,20,64,1500,21
11,87,87,22,61,1300,33
11,95,95,21,64,1200,37
11,87,92,21,67,1200,37
11,92,92,18,77,1300,29
11,84,109,15,95,1300,14
11,92,92,9,125,2300,2
11,111,125,6,116,2800,4
11,123,196,6,129,3500,5
11,133,182,5,118,3300,4
11,135,210,9,129,4000,2
11,226,279,26,139,5500,7
11,204,222,18,123,4600,4
11,175,234,14,112,4100,2
11,183,226,9,107,4300,2
11,184,235,9,104,4400,2
11,166,183,14,96,3800,2
11,116,116,14,72,2500,2
11,66,66,11,56,1800,2
11,66,82,12,61,1800,2
11,56,60,9,58,1400,2
11,63,63,12,60,1700,2
11,67,67,16,59,1600,5
11,70,72,21,60,1700,6
11,82,101,24,59,1900,9
11,80,105,20,62,1900,6
11,83,113,16,64,1800,4
11,81,85,13,66,1800,2
11,93,137,14,71,2100,2
11,101,123,12,74,2300,2
11,110,164,14,79,2800,2
11,109,188,13,80,3000,2
11,127,212,12,78,3000,2
11,140,263,12,80,3200,2
11,148,243,13,81,3300,2
11,157,230,15,83,3800,2
11,162,229,16,84,4100,2
11,182,289,18,87,4700,2
